Authors,Publication Year,Data Collection Period,Species,Region,Manuscript Region,Specific Location,n,Sample Type,Chemical,FA class,Concentration,Concentration units,Tissue,Notes,DOI or Link,type
Kelly et al.,2008,2003,Chinook,British Columbia,BC/WC,WCVI Barkley Sound,10,Individual,THg,,0.086,mg/kg ww,Fillet,,10.1897/07-527.1,contaminant
Kelly et al.,2008,2003,Coho,British Columbia,BC/WC,WCVI Troll,13,Individual,THg,,0.043,mg/kg ww,Fillet,,10.1897/07-527.1,contaminant
Kelly et al.,2008,2003,Chinook,British Columbia,BC/WC,WCVI Troll,11,Individual,THg,,0.066,mg/kg ww,Fillet,,10.1897/07-527.1,contaminant
Kelly et al.,2011b,2007,Sockeye,British Columbia,BC/WC,Fraser River,6,Composite,THg,,0.021,mg/kg ww,Fillet,,10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Sockeye,British Columbia,BC/WC,Fraser River,6,Composite,THg,,0.02,mg/kg ww,Fillet,,10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Chinook,British Columbia,BC/WC,Fraser River,4,Composite,THg,,0.02,mg/kg ww,Fillet,,10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Chinook,British Columbia,BC/WC,Fraser River,10,Composite,THg,,0.02,mg/kg ww,Fillet,,10.1002/etc.410,contaminant
Kelly et al.,2008,1999,Sockeye,British Columbia,BC/WC,Johnstone Strait,11,Individual,MeHg,,0.027,mg/kg ww,Fillet,,10.1897/07-527.1,contaminant
Kelly et al.,2008,1999,Pink,British Columbia,BC/WC,Johnstone Strait,10,Individual,MeHg,,0.041,mg/kg ww,Fillet,,10.1897/07-527.1,contaminant
Kelly et al.,2008,2000,Coho,British Columbia,BC/WC,Nootka Sound,10,Individual,MeHg,,0.064,mg/kg ww,Fillet,,10.1897/07-527.1,contaminant
Kelly et al.,2008,2000,Coho,British Columbia,BC/WC,Prince Rupert,12,Individual,MeHg,,0.042,mg/kg ww,Fillet,,10.1897/07-527.1,contaminant
Kelly et al.,2008,2000,Chinook,British Columbia,BC/WC,WCVI Barkley Sound,10,Individual,MeHg,,0.059,mg/kg ww,Fillet,,10.1897/07-527.1,contaminant
Kelly et al.,2008,2000,Coho,British Columbia,BC/WC,WCVI Troll,13,Individual,MeHg,,0.06,mg/kg ww,Fillet,,10.1897/07-527.1,contaminant
Kelly et al.,2008,2000,Chinook,British Columbia,BC/WC,WCVI Troll,11,Individual,MeHg,,0.038,mg/kg ww,Fillet,,10.1897/07-527.1,contaminant
Kelly et al.,2011b,2007,Sockeye,British Columbia,BC/WC,Fraser River,6,Composite,PCBs,,7.167,ng/g ww,Fillet,"At or near spawning grounds, Weaver Creek; back calculated concentration from ng/g lipid concentration using % lipid provided in paper",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Sockeye,British Columbia,BC/WC,Fraser River,8,Composite,PCBs,,7.216,ng/g ww,Fillet,"Lower Fraser River, Weaver Creek Population; back calculated concentration from ng/g lipid concentration using % lipid provided in paper",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Sockeye,British Columbia,BC/WC,Fraser River,5,Composite,PCBs,,7.803,ng/g ww,Fillet,"Lower Fraser River, Adams River Population; back calculated concentration from ng/g lipid concentration using % lipid provided in paper",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Sockeye,British Columbia,BC/WC,Fraser River,6,Composite,PCBs,,7.997,ng/g ww,Fillet,"At or near spawning grounds, Adams River; back calculated concentration from ng/g lipid concentration using % lipid provided in paper",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Chinook,British Columbia,BC/WC,Fraser River,7,Composite,PCBs,,8.642,ng/g ww,Fillet,"Lower Fraser River, Thompson River Population; back calculated concentration from ng/g lipid concentration using % lipid provided in paper",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Chinook,British Columbia,BC/WC,Fraser River,4,Composite,PCBs,,9.063,ng/g ww,Fillet,"Mid-River catch, Thompson River Population; back calculated concentration from ng/g lipid concentration using % lipid provided in paper",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Chinook,British Columbia,BC/WC,Fraser River,2,Composite,PCBs,,9.913,ng/g ww,Fillet,"Mid-River catch, Shuswap River Population; back calculated concentration from ng/g lipid concentration using % lipid provided in paper",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Chinook,British Columbia,BC/WC,Fraser River,10,Composite,PCBs,,10.588,ng/g ww,Fillet,"At or near spawning grounds, Shuswap River; back calculated concentration from ng/g lipid concentration using % lipid provided in paper",10.1002/etc.410,contaminant
Kelly et al.,2011,2003,Chum,British Columbia,BC/WC,Johnstone Strait,12,Individual,DDTs,,0.75,ng/g ww,Fillet,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",10.1002/etc.662,contaminant
Kelly et al.,2011,2003,Sockeye,British Columbia,BC/WC,Johnstone Strait,11,Individual,DDTs,,6.18,ng/g ww,Fillet,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",10.1002/etc.662,contaminant
Kelly et al.,2011,2003,Pink,British Columbia,BC/WC,Johnstone Strait,10,Individual,DDTs,,1.15,ng/g ww,Fillet,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",10.1002/etc.662,contaminant
Kelly et al.,2011,2003,Coho,British Columbia,BC/WC,Nootka Sound,10,Individual,DDTs,,4.71,ng/g ww,Fillet,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",10.1002/etc.662,contaminant
Kelly et al.,2011,2003,Coho,British Columbia,BC/WC,Prince Rupert,12,Individual,DDTs,,1.97,ng/g ww,Fillet,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",10.1002/etc.662,contaminant
Kelly et al.,2011,2003,Chinook,British Columbia,BC/WC,WCVI Barkley Sound,10,Individual,DDTs,,13.02,ng/g ww,Fillet,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",10.1002/etc.662,contaminant
Kelly et al.,2011,2003,Coho,British Columbia,BC/WC,WCVI Troll,13,Individual,DDTs,,5.86,ng/g ww,Fillet,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",10.1002/etc.662,contaminant
Kelly et al.,2011,2003,Chinook,British Columbia,BC/WC,WCVI Troll,11,Individual,DDTs,,9.8,ng/g ww,Fillet,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",10.1002/etc.662,contaminant
Kelly et al.,2011b,2007,Sockeye,British Columbia,BC/WC,Fraser River,6,Composite,DDTs,,15.2,ng/g ww,Fillet,"At or near spawning grounds, Adams River; back calculated concentration from ng/g lipid concentration using % lipid provided in paper; sum of p,p?-DDT, o,p?-DDT,  p,p?-DDE, o,p?-DDE, p,p?-DDD, o,p?-DDD",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Sockeye,British Columbia,BC/WC,Fraser River,6,Composite,DDTs,,5.2,ng/g ww,Fillet,"At or near spawning grounds, Weaver Creek; back calculated concentration from ng/g lipid concentration using % lipid provided in paper; sum of p,p?-DDT, o,p?-DDT,  p,p?-DDE, o,p?-DDE, p,p?-DDD, o,p?-DDD",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Chinook,British Columbia,BC/WC,Fraser River,4,Composite,DDTs,,7.57,ng/g ww,Fillet,"At or near spawning grounds, Thompson River; back calculated concentration from ng/g lipid concentration using % lipid provided in paper; sum of p,p?-DDT, o,p?-DDT,  p,p?-DDE, o,p?-DDE, p,p?-DDD, o,p?-DDD",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Chinook,British Columbia,BC/WC,Fraser River,10,Composite,DDTs,,10.3,ng/g ww,Fillet,"At or near spawning grounds, Shuswap River; back calculated concentration from ng/g lipid concentration using % lipid provided in paper; sum of p,p?-DDT, o,p?-DDT,  p,p?-DDE, o,p?-DDE, p,p?-DDD, o,p?-DDD",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Sockeye,British Columbia,BC/WC,Fraser River,5,Composite,DDTs,,6.77,ng/g ww,Fillet,"Lower Fraser River, Adams River population; back calculated concentration from ng/g lipid concentration using % lipid provided in paper; sum of p,p?-DDT, o,p?-DDT,  p,p?-DDE, o,p?-DDE, p,p?-DDD, o,p?-DDD",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Sockeye,British Columbia,BC/WC,Fraser River,8,Composite,DDTs,,5.7,ng/g ww,Fillet,"Lower Fraser River, Weaver Creek population; back calculated concentration from ng/g lipid concentration using % lipid provided in paper; sum of p,p?-DDT, o,p?-DDT,  p,p?-DDE, o,p?-DDE, p,p?-DDD, o,p?-DDD",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Chinook,British Columbia,BC/WC,Fraser River,7,Composite,DDTs,,7.76,ng/g ww,Fillet,"Lower Fraser River, Thompson River population; back calculated concentration from ng/g lipid concentration using % lipid provided in paper; sum of p,p?-DDT, o,p?-DDT,  p,p?-DDE, o,p?-DDE, p,p?-DDD, o,p?-DDD",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Chinook,British Columbia,BC/WC,Fraser River,2,Composite,DDTs,,5.64,ng/g ww,Fillet,"Mid River Catch, Shuswap River population; back calculated concentration from ng/g lipid concentration using % lipid provided in paper; sum of p,p?-DDT, o,p?-DDT,  p,p?-DDE, o,p?-DDE, p,p?-DDD, o,p?-DDD",10.1002/etc.410,contaminant
Kelly et al.,2011b,2007,Chinook,British Columbia,BC/WC,Fraser River,4,Composite,PBDEs,,1.55,ng/g ww,Fillet,"Lower Fraser River, Thompson River population; back calculated concentration from ng/g lipid concentration using % lipid provided in paper; sum of 2-BDE-1, 3-BDE-2, 4-BDE-3, 26-BDE-10, 24-BDE-7, 24'/33'-BDE-8/11, 34-BDE-12, 34'-BDE-13, 44'-BDE-15, 246-BDE-30, 24'6-BDE-32, 22'4-BDE-17, 23'4-BDE-25, 244'/2'34-BDE-28/33, 33'4-BDE-35, 344'-BDE-37, 244'6-BDE-75, 22'45'-BDE-49, 23'4'6-BDE-71, 22'44'-BDE-47, 23'44'-BDE-66, 33'44'-BDE-77, 22'44'6-BDE-100, 23'44'6-BDE-119, 22'44'5-BDE-99, 23456-BDE-116, 22'44'5-BDE-85, 233'44'-BDE-105#, 33'44'5-BDE-126, 22'44'66'-BDE-155,22'44'56'-BDE-154, 22'44'55'-BDE-153, 22'344'6'-BDE-140, 22'344'5'/2344'56-BDE-138/166, 22'344'5'6-BDE-183, 22'344'56-BDE-181, 256/22'6-BDE-190/171, 22'455'-BDE-101, 23'44'5-BDE-118, 22'33'455'66'-BDE-208, 22'33'44'566'-BDE-207, 22'33'44'55'6-BDE-206,22'344'6-BDE-139, (33'44')25/55'-BDE-156/169, 22'344'66'-BDE-184, 233'44'5'6-BDE-191, 22'344'55'-BDE-180, 22'33'44'55'66'-BDE-209",10.1002/etc.410,contaminant
Lockhart et al.,2005,1970s-2000s,Chinook,Canada,NA,Northern Lakes/Rivers,1,Individual,THg,,0.09,mg/kg ww,Fillet,,10.1016/j.scitotenv.2004.11.027,contaminant
Lockhart et al.,2005,1970s-2000s,Chum,Canada,NA,Northern Lakes/Rivers,8,Individual,THg,,0.067,mg/kg ww,Fillet,,10.1016/j.scitotenv.2004.11.027,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Pink,Alaska,SEAK,SE Alaska/ GOA,12,Varies by study,PCBs,,1.3,ng/g ww,Fillet,from ADEC (2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,West Coast VI,2,Varies by study,PCBs,,1.5,ng/g ww,Fillet,Great Central Lake from (deBruyn et al. (2004)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Coho,Alaska,NA,unknown,2,Varies by study,PCBs,,1.6,ng/g ww,Fillet,from Hayward et al (2009),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,West Coast VI,3,Varies by study,PCBs,,1.6,ng/g ww,Fillet,Great Central Lake from (deBruyn et al. (2004)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,West Coast VI,6,Varies by study,PCBs,,1.7,ng/g ww,Fillet,Great Central Lake from (Kelly et al. (2007)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Coho,Alaska,SEAK,SE Alaska/ Gulf of Alaska,14,Varies by study,PCBs,,2,ng/g ww,Fillet,from ADEC(2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,West Coast VI,3,Varies by study,PCBs,,2.4,ng/g ww,Fillet,Great Central Lake from (deBruyn et al. (2004)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chum,Alaska,Bering Sea,Bering Sea,18,Varies by study,PCBs,,3.2,ng/g ww,Fillet,from ADEC (2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,Alaska,NA,unknown,2,Varies by study,PCBs,,3.6,ng/g ww,Fillet,from Hayward et al. (2007),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,Fraser River,2,Varies by study,PCBs,,3.6,ng/g ww,Fillet,Population: Weaver Creek from (Kelly et al. (2007)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,Fraser River,5,Varies by study,PCBs,,3.9,ng/g ww,Fillet,Population: Early Stuart from (Kelly et al. (2007)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,Fraser River,1,Varies by study,PCBs,,4,ng/g ww,Fillet,Population: Weaver Creek from (Kelly et al. (2007)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Alaska,Bering Sea,Aleutian Islands,3,Varies by study,PCBs,,5,ng/g ww,Fillet+Skin,from Shaw et al. (2008),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,Fraser River,2,Varies by study,PCBs,,5.3,ng/g ww,Fillet,Population:Weaver Creek from (Kelly et al. (2007)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Alaska,NA,unknown,2,Varies by study,PCBs,,5.6,ng/g ww,Fillet,from Hayward et al. (2010),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,Fraser River,3,Varies by study,PCBs,,6.8,ng/g ww,Fillet,Population; Weaver Creek from (Kelly et al. (2007)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,Fraser River,8,Varies by study,PCBs,,6.8,ng/g ww,Fillet,Population: Weaver Creek from (Veldhoen et al (2010)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,Fraser River,6,Varies by study,PCBs,,6.9,ng/g ww,Fillet,Population: Early Stuart from (Kelly et al. (2007)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,BC North Coast,30,Varies by study,PCBs,,7.3,ng/g ww,Whole Body,Skeena Population from O'Neill et al (2006),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,Fraser River,5,Varies by study,PCBs,,7.7,ng/g ww,Fillet,Population: Adams from (Veldhoen et al (2010)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,7,Varies by study,PCBs,,8.6,ng/g ww,Fillet,Thompson Population from Veldhoen et al. (2010),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,6,Varies by study,PCBs,,9.1,ng/g ww,Fillet,Thompson Population from Cullon et al. (2009),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Alaska,Central AK,South Central,10,Varies by study,PCBs,,9.1,ng/g ww,Fillet,River population from Rice and Moles (2006),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,13,Varies by study,PCBs,,9.4,ng/g ww,Whole Body,from ADEC (2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,2,Varies by study,PCBs,,9.8,ng/g ww,Fillet,Shuswap population from Veldhoen et al. (2010),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,3,Varies by study,PCBs,,10,ng/g ww,Fillet,Clackamas River from (Stone (2006)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Alaska,SEAK-Bering Sea,SE Alaska/ GOA,35,Varies by study,PCBs,,11,ng/g ww,Fillet,from ADEC (2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,3,Varies by study,PCBs,,13,ng/g ww,Fillet+Skin,Clackamas River from (Stone (2006)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,Alaska,Bering Sea,Gulf of Alaska/ Bering Sea,24,Varies by study,PCBs,,13,ng/g ww,Fillet,from ADEC (2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,British Columbia,BC/WC,Fraser River,3,Varies by study,PCBs,,13,ng/g ww,Soma,Population: Early Stuart from (Kelly et al. (2007)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,4,Varies by study,PCBs,,15,ng/g ww,Whole Body,Fall chinook from (Stone (2006)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,WA Coast,10,Varies by study,PCBs,,16,ng/g ww,Fillet,Population: Quinault from (Missildine et all (2005)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,17,Varies by study,PCBs,,18,ng/g ww,Whole Body,from O'Neill et all (2006),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,WA Coast,10,Varies by study,PCBs,,19,ng/g ww,Fillet,Population: Makah from (Missildine et all (2005)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Coho,Washington,BC/WC,Pudget Sound,125,Varies by study,PCBs,,27,ng/g ww,Fillet,Population: Pudget sound mixed from (O'Neill et al (1998)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,20,Varies by study,PCBs,,33,ng/g ww,Whole Body,from O'Neill et all (2006),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Coho,Washington,BC/WC,Pudget Sound,32,Varies by study,PCBs,,35,ng/g ww,Fillet,from O'Neill et al (1998),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Coho,Oregon,BC/WC,Columbia River,3,Varies by study,PCBs,,35,ng/g ww,Fillet+Skin,Population: Umatilla River from (EPA 2002),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,Puget Sound,3,Varies by study,PCBs,,35,ng/g ww,Whole Body,Duwamish River from Cullon et al. (2009),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,15,Varies by study,PCBs,,37,ng/g ww,Fillet+Skin,mixed fall chinook from EPA 2002,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,Alaska,Bering Sea,Gulf of Alaska/ Bering Sea,97,Varies by study,PCBs,,37,ng/g ww,Fillet,population: Copper River from (Ewald et al. (1998)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,24,Varies by study,PCBS,,38,ng/g ww,Fillet+Skin,mixed spring chinook from EPA 2002,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,Puget Sound,10,Varies by study,PCBs,,49,ng/g ww,Fillet,Deschutes River from Missildine et al. (2005),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,Puget Sound,10,Varies by study,PCBs,,49,ng/g ww,Fillet,Issaquah Creek from Missildine et al. (2005),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,Pudget Sound,34,Varies by study,PCBs,,91,ng/g ww,Whole Body,Population: Pudget Sound Mixed from (O'Neill et al (2006)),10.1897/08-125.1,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,Alaska,Bering Sea,Aleutian Islands,13,Varies by study,PCBs,,130,ng/g ww,Fillet,from Hardell et al. (2010),10.1897/08-125.1,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,Pudget Sound,34,Varies by study,DDTs,,16.4,ng/g ww,Whole Body,Population: Pudget Sound Mixed from (O'Neill et al (2006)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,17,Varies by study,DDTs,,19.9,ng/g ww,Whole Body,from O'Neill et all (2006),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,20,Varies by study,DDTs,,34.8,ng/g ww,Whole Body,from O'Neill et all (2006),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,15,Varies by study,DDTs,,21,ng/g ww,Fillet+Skin,mixed fall chinook from EPA 2002,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,24,Varies by study,DDTs,,22,ng/g ww,Fillet+Skin,mixed spring chinook from EPA 2002,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,Alaska,Bering Sea,Aleutian Islands,13,Varies by study,DDTs,,6.9,ng/g ww,Fillet,from Hardell et al. (2010),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,Alaska,Bering Sea,Gulf of Alaska/ Bering Sea,24,Varies by study,DDTs,,12,ng/g ww,Fillet,from ADEC (2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,Alaska,Bering Sea,Gulf of Alaska/ Bering Sea,97,Varies by study,DDTs,,12.2,ng/g ww,Fillet,population: Copper River from (Ewald et al. (1998)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Coho,Alaska,SEAK,SE Alaska/ Gulf of Alaska,14,Varies by study,DDTs,,1.5,ng/g ww,Fillet,from ADEC(2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Coho,Washington,BC/WC,Pudget Sound,266,Varies by study,DDTs,,11.7,ng/g ww,Fillet,Population: Pudget sound mixed from (O'Neill et al (1998)),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Coho,Oregon,BC/WC,Columbia River,3,Varies by study,DDTs,,41,ng/g ww,Fillet+Skin,from EPA 2002,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Pink,Alaska,SEAK,SE Alaska/ GOA,12,Varies by study,DDTs,,0.6,ng/g ww,Fillet,from ADEC (2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chum,Alaska,Bering Sea,Bering Sea,18,Varies by study,DDTs,,1.9,ng/g ww,Fillet,from ADEC (2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Alaska,Bering Sea,Aleutian Islands,3,Varies by study,DDTs,,22,ng/g ww,Fillet+Skin,from Shaw et al. (2008),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Alaska,SEAK,SE Alaska/ GOA,35,Varies by study,DDTs,,7.1,ng/g ww,Fillet,from ADEC (2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,BC North Coast,30,Varies by study,DDTs,,7.3,ng/g ww,Whole Body,Skeena Population from O'Neill et al (2006),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,6,Varies by study,DDTs,,1.5,ng/g ww,Fillet,Thompson Population from Cullon et al. (2009),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,13,Varies by study,DDTs,,6.6,ng/g ww,Whole Body,from ADEC (2011),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,7,Varies by study,DDTs,,7.7,ng/g ww,Fillet,Thompson Population from Veldhoen et al. (2010),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,2,Varies by study,DDTs,,5.5,ng/g ww,Fillet,Shuswap population from Veldhoen et al. (2010),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,6,Varies by study,DDTs,,4.3,ng/g ww,Fillet,Harrison Population from Cullon et al. (2009),https://repository.library.noaa.gov/view/noaa/12818,contaminant
